Reviewer,Review,Review Score,Review date
,"The Intern: A Perfectly Heartwarming film, and much much more! 'The Intern' is run-of-the-mill heartwarming drama about a woman who makes good with an idea, a laptop, and a chair. It's the American Dream, you know.??Through a set of convoluted occurrences, the boss of an internet shopping company, thirty something Jules, takes on ""senior interns"" (people over 65) to work in her company. That leads to a series of 'surprises.' One surprise is that the old intern 'Ben' (De Niro) is not incompetent. Shocking! They learn that old people have something to contribute. How heartwarming! And the audience is shocked to learn that young folks don't have all the answers. Ben is so willing to help, you wonder where he has been all your life. All the heartwarming drama nearly gave me a heart attack. Suffice to say, it's predictable. The film's efforts to tell a unique story fall flat. It is apparent that this is a star vehicle with a goal of making bank on the combination of De Niro and Hathaway on the screen. It doesn't bomb because of the expertise of the two stars, but the plot drags it down. Ben, a goodhearted seventy-year-old retired divorcee, teaches the youngsters in the office new tricks. He effortlessly makes friends of everyone in Jules' office and knows exactly what everyone needs. He is the perfect intern. At one point of the movie, Jules (Hathaway) asks Ben (De Niro), ""Why do you always say the perfect thing?"" Why, indeed. He's too perfect and he brings no conflict to the table; in fact, he's boring. Sure, his homespun logic and chill advice are clever, and it is too obvious. But it is heartwarming. The overworked self-made women (Jules) doesn't have time for anyone, especially herself, as she tries to keep her company running. But she's a loving and patient woman who adores her daughter, Paige. Her husband is the 'stay at home dad of the year.' Even when things go awry in their marriage, it's so damn heartwarming that it makes angels vomit. Age barriers are overcome through clever, pat answers. A whiter-than-white cast stand insulated in a web of banal first-world problems. The major conflict in the film comes down to control and self actualization. Sure, in the context of Jules' life, it's important. For a movie, it's not terribly compelling. I'm surprised the film turned out as entertaining as it did. It helps that they didn't throw in a last minute cancer, house burning down or earthquake. That is the rankest type of plot device and I am happy that I haven't seen that in recent dramas and romances. In the film, it's all upper middle-class white America all the time, as if we were in the 50s, Leave it to Beaver version of Brooklyn, NY. I haven't seen a film this white since 'Boyhood.' Then again, an online vendor that sells clothing to ""housewives"" might attract mainly white college educated employees. Moreover, the film has to ignore class conflict in the 21st century in order to make Jules' problems at all dramatic. In the context of the world, her issues are trite and she is a pathetic whiner, type A personality who thinks her life amounts to a hill of beans in this crazy world. ??Overall, it's handled by the actors: Rental For all the blandness, the two stars pull of a decently entertaining film. But there is no reason to see it in the theater. Peace, Tex Shelters",3.0,"Oct 3, 2015"
,"Very refreshing film. Very good story , not your typical cookie cutter comedy. This was really enjoyable. Well worth seeing for some laughs , a good hearted fun movie.",3.5,"Oct 3, 2015"
,"Despite Deniro's best efforts this movie is a bore fest . Story line could have developed into the old man intern turns out to save the company , instead goes into a sappy ""my husband is cheating on me"" of characters no one actually cares about. The laughs were far and few in between,.",2.5,"Oct 3, 2015"
,"Great movie!! Proves people can be useful and beneficial, no matter what age!! Robert DeNiro, as usual, is excellent...",4.0,"Oct 3, 2015"
,Good movie and entertaining One of the better chick flicks lately. Robert De Niro is great,3.5,"Oct 3, 2015"
,"Sweet diversion. And, I learned that people are still useful after 70.",3.0,"Oct 3, 2015"
,Great feel good movie.,5.0,"Oct 3, 2015"
,"Brutal... Not funny at all, unfortunately... Hathaway and De Niro are usually great but the plot and lines were just awful.",1.0,"Oct 3, 2015"
,"de Niro plays comedy really well in he latter part of his career (this and the Fockers franchise) some very funny laughs in this film as well as some really down to earth morals. Altogether a film that really works, it'll never be a Shawshank or a Ben Hur, but will stand on its own as a movie for the time and place it's set, when ecommerce and online shopping are either done via some other medium or has disappeared altogether. Anne Hathaway smoulders all the way through this and if she isn't the Audrey Hepburn for the 2000's, then nobody will be.",5.0,"Oct 3, 2015"
,"Very fun story, great characters.",4.5,"Oct 3, 2015"
,"A ""nice"" film. A light-hearted movie filled with smiles and laughs. Not the Raging Bull, Taxi Driver, Godfather of De Niro that we're used to loving, but a pleasant and charming version. Hathaway is her lovable and charming self, and good cast of supporting characters. Academy award winner, not. Worthy of a rental.",3.0,"Oct 3, 2015"
,Good performances by DeNiro and Hathaway. I thought the story could have gone in another direction and been more satisfying to DeNiro's character.,3.5,"Oct 3, 2015"
,I have to give 'The Intern' an A-. I wasn't even going to see this film but then I got invited and decided to go. I was pleasantly surprised. I actually really enjoyed this movie. It reminded me of a much better version of 'Devil Wears Prada' in a way. I thought this movie had the right balance of funny and sad moments. Acting is good of course especially with those great actors. The movie was fairly long... about two hours but it was never boring. It was just a very cute and feel good movie. I would recommend it and see it again!,5.0,"Oct 3, 2015"
,Sweet as breakfast cereal. A good date movie.,3.0,"Oct 3, 2015"
,"Great movie. Of course from Director, Nancy Meyers as she did the best. One of the best movies I like from her is Disney's The Parent Trap. I do like the Intern a lot because it brings another perspective on how a successful retired businessman ended up in trying new things as signing up for intern at a fashion website business. The movie is fun to watch and I do recommend it. If you want some pleasant movie and just some laugh this movie is it. Anne Hathaway is great and gorgeous in this movie.Robert De Niro did an awesome job in this one as well. I'll give this movie a 4 out 5.",4.0,"Oct 3, 2015"
,A chilled out movie and a good laugh. A fine story too..Good to see some fine actors at work. Overall enjoyable and perfect for a night in at home rather than at the cinema,3.0,"Oct 3, 2015"
,Was a fantastic movie. Funny at times. Sad at times. Wonderful the whole time.,5.0,"Oct 3, 2015"
,Funny. Good plot line and quality acting,4.0,"Oct 3, 2015"
,Very enjoyable. Great cast.,4.0,"Oct 3, 2015"
,"Cute, funny, good message. De niro is great in this role. A feel good movie that will make you smile.",4.0,"Oct 3, 2015"
,"good movie , great casting.",4.0,"Oct 3, 2015"
,"Big Nancy Meyers fan? I am but out of all the projects I've seen of hers, this is the weakest one. Though not a bad film, had a lot of flaws particularly the writing, though it is filled with a lot of laugh out loud moments, and good emotional, intense moments. The main reason to see the film is the brilliant believable performance of Robert De Niro. He charms the screen in his role as a senior intern working for the younger generation star Anne Hathaway. Like De Niro, Anne Hathaway is also very loving, funny, believable, and is someone you can't take your eyes off. The two of them give it their all and have marvelous work/friendship chemistry together. The supporting cast is good for the most part but very underused, particularly Renee Russo. There are so many better ways the story could've gone, but this is not a very strong story. Overall though, very entertaining with much praise to the two leads. My grade=81%(B-).",4.0,"Oct 3, 2015"
,One of the most funny movies I've seen in a long time and not a cuss word spoken.,5.0,"Oct 3, 2015"
,I liked it...old people and young people both have a lot to offer...let's get together. We have a planet to save!,5.0,"Oct 3, 2015"
,"Hilarious, uplifting, a GREAT MOVIE!",5.0,"Oct 3, 2015"
,Really enjoyed this movie!,5.0,"Oct 3, 2015"
,"This is a great feel good movie. I can't remember the last time I walked out of a theater with a feeling of hope regarding what can be very mundane ""every day life"". What was even more fun is that it wasn't just me who reacted that way. The whole theater was buzzing with optimism.",3.5,"Oct 3, 2015"
,Have watched it over and over. Great movie! Loved the respect of experience which many millennials don't have.,5.0,"Oct 3, 2015"
,HE'S DELIGHTFUL!!! BOBBY HAS NEVER BEEN SO... CHARMING.,3.5,"Oct 3, 2015"
,"Best boomer date movie ever! Delivers just what you would expect from a lite but touching relationship/comedy movie. My wife and I loved it. Excellent cast, great chemistry.",5.0,"Oct 3, 2015"
,Enjoyed The Intern. Highlights how work environments have changed. Enjoyed!!,3.5,"Oct 3, 2015"
,"It's very good for what it is: a light-hearted feel-good movie. Some of the acting was lacking in many respects, but that's okay with this kind of film. It's entertainment at its coziest.",3.5,"Oct 3, 2015"
